firstname,Total,J_1908,J_1909,J_1910,J_1911,J_1912,J_1913,J_1914,J_1915,J_1916,J_1917,J_1918,J_1919,J_1920,J_1921,J_1922,J_1923,J_1924,J_1925,J_1926,J_1927,J_1928,J_1929,J_1930,J_1931,J_1932,J_1933,J_1934,J_1935,J_1936,J_1937,J_1938,J_1939,J_1940,J_1941,J_1942,J_1943,J_1944,J_1945,J_1946,J_1947,J_1948,J_1949,J_1950,J_1951,J_1952,J_1953,J_1954,J_1955,J_1956,J_1957,J_1958,J_1959,J_1960,J_1961,J_1962,J_1963,J_1964,J_1965,J_1966,J_1967,J_1968,J_1969,J_1970,J_1971,J_1972,J_1973,J_1974,J_1975,J_1976,J_1977,J_1978,J_1979,J_1980,J_1981,J_1982,J_1983,J_1984,J_1985,J_1986,J_1987,J_1988,J_1989,J_1990,J_1991,J_1992,J_1993,J_1994,J_1995,J_1996,J_1997,J_1998,J_1999,J_2000,J_2001,J_2002,J_2003,J_2004,J_2005,J_2006,J_2007,J_2008,J_2009,J_2010,J_2011,J_2012,J_2013,J_2014
Kevin,3101,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,*,4,*,7,5,3,3,4,*,7,3,*,3,3,6,5,4,6,4,5,10,15,13,16,13,19,19,23,24,40,46,65,104,158,176,227,240,230,197,147,103,116,107,90,80,94,68,65,68,57,65,59,49,42,38,42,31,25,26
Guillaume,3099,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,3,*,5,7,11,11,10,6,9,24,24,24,17,35,37,32,48,59,68,60,78,97,104,127,91,107,112,105,122,118,102,106,108,121,115,114,93,87,70,83,83,60,49,37,40,36,28,37,36,30,33,19,16,21
Luca,3083,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,3,7,7,12,11,9,10,13,15,15,11,23,15,25,23,14,25,26,15,29,29,18,21,25,22,26,19,32,36,44,57,56,66,63,79,95,81,108,127,127,99,108,133,95,105,114,114,114,118,126,106,85,111,105,91
Didier,3079,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,3,*,9,7,10,10,13,13,11,12,24,22,26,23,36,45,54,60,77,78,106,102,126,148,145,164,152,138,120,117,131,111,84,77,80,64,60,58,58,34,41,43,36,37,39,27,33,27,28,25,28,14,9,15,6,7,9,7,4,8,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*
Luis,3052,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,*,*,4,6,4,3,5,7,4,6,11,9,11,12,13,6,10,14,27,27,19,32,30,41,42,49,39,57,42,68,64,64,60,55,78,83,72,57,83,80,95,92,87,100,90,67,74,68,67,88,67,54,82,77,60,51,47,35,29,34,21,32,22,18,29,29,24,28,20,21,15,14,11,12,10,12,8,9,10,13,10,6
Loïc,3047,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,7,5,4,*,5,8,8,9,8,14,15,15,16,23,25,32,39,41,58,66,99,107,138,128,122,129,138,127,135,126,119,135,132,124,112,96,96,90,74,62,60,53,56,47,34,35,24,34
Gilbert,2982,*,*,*,*,*,*,*,*,*,*,*,*,4,7,3,7,13,22,24,29,32,55,49,54,57,57,90,77,86,77,82,72,77,86,114,113,117,113,101,122,113,99,100,84,78,62,62,58,47,65,59,51,65,39,23,31,23,27,26,21,13,13,13,4,8,5,3,3,5,7,5,*,3,3,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Simon,2948,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,5,4,*,*,4,4,8,*,4,7,6,7,4,*,5,8,*,5,7,8,6,12,7,4,6,9,6,12,11,10,8,16,9,19,11,14,14,17,20,25,8,14,24,19,19,27,19,14,27,36,33,42,43,48,46,44,55,56,75,74,66,71,78,96,103,98,82,87,81,87,60,72,70,73,68,62,73,56,56,55,69,42,49,42,54,73,60
Denis,2909,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,5,4,*,3,8,5,5,6,11,17,9,16,14,15,13,30,24,32,35,40,60,52,60,47,58,67,68,71,67,82,73,82,92,70,82,84,64,81,99,77,72,62,56,44,52,44,37,44,34,34,30,30,28,25,20,29,19,25,24,29,22,29,25,17,31,29,24,15,11,13,17,16,24,16,17,9,8,20,14,10,13,9,5,5,7,12,7,7,4,*
Florian,2878,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,*,*,*,3,*,*,*,*,*,5,10,3,4,9,6,4,4,6,4,6,3,4,4,12,7,5,9,9,10,12,16,15,15,24,12,25,22,30,26,27,44,39,45,47,42,50,48,58,76,68,71,78,71,75,86,84,98,107,116,99,89,111,105,93,72,67,69,67,66,68,37,31,25,35,33,19,20,25,17,18,14,15
Mathieu,2877,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,7,3,6,3,*,7,8,5,5,7,14,21,22,16,25,45,61,49,63,62,107,73,75,105,99,111,95,102,76,93,103,85,97,83,74,73,73,78,63,88,71,59,55,67,59,64,49,43,39,45,35,27,34,27
Benjamin,2864,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,3,6,*,*,*,4,5,7,4,*,8,6,*,6,7,6,*,6,3,*,4,4,*,5,5,3,4,*,4,8,5,8,9,9,8,8,7,6,9,4,14,14,9,23,22,16,18,21,24,32,42,37,45,39,49,50,76,71,62,55,67,87,92,94,90,88,79,89,85,70,72,71,81,74,65,63,60,56,47,60,51,67,65,58,70,73,63
Paulo,2726,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,3,5,6,18,19,34,37,61,65,96,95,117,113,150,153,158,125,153,132,128,116,85,92,98,78,51,48,53,38,45,34,23,33,20,22,23,26,13,15,12,14,14,21,11,11,7,10,6,5,*,*,5,*,*,*,*,*
Damien,2687,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,5,*,6,*,*,4,6,9,9,6,12,10,4,5,10,21,19,22,18,28,22,23,31,34,39,46,51,71,74,77,80,81,95,91,99,102,105,81,96,79,95,93,68,62,75,68,42,44,51,62,55,41,49,33,42,26,29,17,31,24,24,37,24
Yann,2673,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,*,7,4,7,9,7,22,12,13,14,48,73,74,81,93,79,88,89,83,83,67,71,67,72,59,80,77,85,72,76,71,77,80,58,50,62,61,59,54,52,57,40,36,31,34,31,29,24,21,25,24,22,18,26
Fernando,2637,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,5,7,6,6,6,6,10,7,12,5,17,15,11,21,17,28,35,32,38,62,61,69,78,83,94,99,123,109,111,101,108,95,81,72,84,64,71,69,67,68,64,59,43,43,32,41,35,28,20,28,25,15,13,8,7,15,7,9,9,3,5,5,4,7,3,5,3,6,4,6,4,*,*,*,*,6,*,*,*
Giuseppe,2633,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,7,6,7,10,13,20,25,19,30,28,32,33,35,38,52,46,52,49,54,42,52,78,46,54,54,33,38,34,40,51,46,58,56,43,46,66,45,65,60,52,64,57,50,51,47,38,42,45,37,56,43,36,33,29,29,23,38,21,20,17,21,18,25,29,10,20,11,9,9,11,5,7,5,7,11,4,3,3,*,*,3,4,*,*,*,*,4,*,4,*
Lucas,2589,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,5,4,6,*,5,5,4,*,9,11,10,9,9,13,14,16,17,29,19,27,23,33,38,45,60,62,56,105,107,82,116,102,104,105,95,84,100,93,99,125,127,99,99,84,96,97,114
Pedro,2570,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,5,*,3,*,*,5,4,6,*,4,6,7,4,9,4,5,8,7,14,16,17,22,22,15,17,15,25,26,23,30,35,27,31,29,45,52,65,60,80,111,99,96,104,101,96,89,81,67,79,62,73,60,40,36,37,36,30,36,32,33,38,36,34,27,34,24,32,31,26,16,9,17,22,23,17,6,15,3
Adrien,2532,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,5,3,5,4,*,4,*,*,6,*,6,6,3,3,3,4,5,4,4,3,10,4,5,5,*,*,3,5,9,4,*,*,3,5,*,*,4,*,*,*,3,3,5,8,3,*,5,10,7,10,7,6,16,12,21,24,38,44,32,47,58,77,62,63,79,93,109,96,79,93,93,72,81,75,88,76,65,70,75,75,61,51,57,53,46,39,43,48,48,49
Jean-Marc,2499,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,4,5,5,6,7,14,7,8,21,22,18,35,32,38,42,42,51,52,55,63,74,93,94,92,84,117,91,96,97,100,97,115,91,77,78,90,56,55,49,44,28,21,19,23,23,20,16,9,14,9,11,5,7,16,5,6,3,6,*,*,9,*,5,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*
Francis,2498,*,*,*,*,*,*,*,*,*,*,*,*,6,*,9,7,7,14,12,15,29,35,32,40,41,51,40,54,47,53,58,58,51,58,80,84,89,78,87,91,89,76,77,84,49,58,48,52,65,50,53,47,47,39,40,45,36,23,20,18,18,15,19,15,16,5,13,9,7,7,6,3,5,9,9,8,3,3,6,7,5,3,3,4,6,*,5,6,4,3,8,3,*,3,*,*,3,*,*,*,*,*,*,*,3,*,*
Hugo,2487,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,5,3,4,*,*,5,*,5,*,3,3,7,3,5,7,4,5,6,7,4,5,6,9,12,15,7,10,6,7,11,8,5,10,7,5,*,*,3,5,5,3,4,4,5,6,19,25,30,42,34,57,48,46,52,48,40,45,45,48,44,52,43,39,37,39,31,33,54,49,60,61,72,85,78,82,70,96,89,78,65,75,64,70,67,61,63
Raymond,2486,*,*,*,*,*,*,*,*,*,*,3,*,10,10,8,14,20,17,25,22,26,42,51,42,55,50,56,58,63,56,53,57,62,77,79,92,96,121,95,93,76,73,60,68,68,70,45,44,53,48,55,42,38,33,34,29,25,17,11,22,10,13,12,10,8,*,3,3,6,3,5,3,3,4,*,*,*,*,*,4,3,*,3,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Arnaud,2484,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,4,5,4,*,*,4,*,3,8,14,6,10,16,18,32,31,41,32,26,26,30,42,42,38,48,39,59,56,74,75,68,90,79,81,78,79,65,84,83,76,77,87,72,71,73,67,57,65,50,50,32,40,39,28,21,19,16,23
Anthony,2429,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,3,3,*,*,4,5,4,*,4,5,*,*,5,*,3,3,4,4,5,6,9,3,5,9,8,7,6,7,5,7,9,13,12,15,15,23,13,23,12,13,22,25,18,27,15,27,35,37,48,67,64,66,97,101,79,106,96,92,88,99,98,71,59,60,58,88,58,39,45,48,57,50,35,31,30,30,24,21,23
Mario,2394,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,5,3,11,6,14,6,15,17,7,31,20,35,31,24,30,32,30,41,39,42,53,40,40,53,43,48,35,34,43,41,49,78,61,60,44,60,62,57,47,46,45,49,49,40,41,42,37,36,30,38,34,32,31,32,21,30,23,23,16,21,30,15,17,16,22,20,11,18,9,14,15,14,9,8,5,6,6,5,6,7,*,4,3,5,5,*,*,5,*
Joao,2363,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,7,7,4,10,9,17,11,20,18,17,31,42,40,53,58,66,56,50,55,74,74,61,80,52,69,72,63,44,63,54,60,42,40,50,34,32,26,31,50,41,34,35,21,29,32,30,26,29,31,29,31,35,38,36,29,42,30,20,20,18,20,10,12,7,6,*,8,4,*,*
Joël,2363,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,*,5,*,4,*,4,*,4,4,5,7,10,7,8,13,10,13,18,18,23,20,21,25,28,31,30,29,41,61,35,38,37,41,40,29,40,51,50,54,50,57,50,53,51,57,50,55,60,58,54,46,57,74,46,52,51,48,40,42,53,41,39,46,34,44,23,19,18,28,12,19,9,11,9,9,11,10,*,*,4
Jorge,2350,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,3,6,3,*,5,6,7,11,4,9,7,18,14,29,31,32,30,37,38,47,61,65,68,87,69,59,72,66,81,64,70,74,67,72,61,84,60,60,64,67,47,54,46,34,49,40,27,42,31,34,13,18,29,10,12,20,12,15,10,11,8,7,5,7,10,5,*,*,4,5,4,5,4,4
Gilles,2329,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,5,3,*,*,4,4,7,6,7,7,4,8,6,18,20,15,17,21,27,20,22,31,39,55,47,56,55,45,63,68,58,52,61,56,55,76,74,61,57,54,47,38,65,36,47,52,53,47,58,42,42,41,46,37,40,39,34,33,23,20,26,25,17,15,15,16,11,11,8,7,3,8,8,4,4,4,6,6,*,*,*
Fabrice,2286,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,3,3,*,6,*,7,8,7,11,17,15,34,40,69,82,102,102,107,125,95,121,116,92,84,80,77,105,74,76,60,58,53,48,41,45,24,40,30,23,25,28,20,14,13,9,15,8,7,11,9,10,3,4,*,*,3,6,*,3,*,*,3
Francisco,2253,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,4,3,4,*,7,7,8,6,6,6,11,7,*,13,12,13,12,11,12,14,22,26,16,29,32,34,40,45,58,53,47,60,60,69,49,73,66,82,77,71,34,56,42,42,60,61,33,48,30,30,41,44,38,30,36,26,26,19,18,25,13,18,5,7,3,6,6,8,18,20,11,13,19,19,15,15,13,14,17,17,10,14,17,9,12,16
Nathan,2253,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,3,*,*,3,7,5,8,6,11,12,17,23,21,41,29,54,54,89,84,95,85,92,92,103,110,107,123,128,148,139,129,107,99,104,102
Fabien,2213,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,*,*,6,9,11,5,9,13,5,16,20,17,17,21,29,29,41,59,62,53,61,69,58,70,76,70,81,82,65,89,88,80,78,70,65,68,66,48,46,42,39,43,38,36,38,28,20,22,18,19,15,19,10,7,7,6,7,9,10,12
Quentin,2205,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,3,4,4,6,13,15,11,22,14,31,37,50,78,82,98,99,113,118,116,107,109,87,98,95,88,62,71,61,66,58,62,70,45,37,49,43,32,32
Xavier,2203,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,3,*,*,*,3,*,*,*,3,4,3,4,5,4,5,*,3,*,5,6,6,11,6,9,10,14,14,8,14,15,25,23,29,26,27,33,29,38,42,48,69,46,64,62,62,58,63,59,62,57,57,46,43,60,38,49,62,63,45,48,45,60,42,43,36,38,41,39,17,26,27,18,21,21,15,15,21,12,15,14,9,13,7
Martin,2185,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,3,10,*,6,7,8,10,11,9,11,11,13,19,18,22,24,15,16,22,18,24,23,21,28,21,19,24,16,28,32,22,34,40,39,54,45,36,44,38,38,35,29,31,28,24,29,33,36,23,32,31,13,27,34,26,26,24,25,30,24,29,31,36,37,35,38,35,27,28,28,28,20,24,20,27,26,21,22,22,30,36,25,31,33,38
Sylvain,2182,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,5,3,*,5,*,*,*,9,3,*,5,7,3,5,8,6,6,11,8,6,5,15,12,14,6,13,14,16,8,10,14,12,14,19,20,32,28,23,32,35,47,65,62,37,58,46,65,65,59,67,72,82,60,70,64,59,67,63,67,51,49,51,48,38,43,35,48,18,32,22,21,17,12,19,8,9,7,4,4,*,5,8,3,4,4
Valentin,2182,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,*,*,*,*,*,4,*,*,*,3,3,*,4,*,4,3,*,3,3,3,*,*,*,*,3,3,4,3,5,*,*,7,6,*,5,4,*,9,9,13,10,12,15,23,29,31,36,42,50,78,90,108,145,117,94,102,102,95,89,95,79,62,47,46,46,70,55,44,39,38,33,29,31,36,32
Lionel,2171,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,3,*,*,*,4,4,3,9,13,12,8,15,15,20,20,24,15,35,24,50,42,45,41,58,42,42,47,55,41,52,76,83,83,80,70,86,73,76,69,82,65,53,53,40,66,43,41,37,31,16,23,16,14,10,12,12,12,14,14,18,14,5,14,9
Henri,2143,*,*,*,*,*,*,*,*,*,*,*,4,12,11,17,22,35,35,33,35,55,51,65,52,53,55,49,50,49,46,46,47,57,53,53,55,58,68,60,51,39,50,45,46,41,37,26,39,29,28,30,24,28,21,30,19,20,22,14,21,10,9,10,5,6,4,4,6,*,*,*,4,*,*,*,3,10,4,8,*,5,4,3,6,8,7,5,8,9,3,9,6,4,3,3,6,3,6,9,5,6,12,4,6,7,4,9
Peter,2114,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,8,4,4,10,7,15,17,18,17,26,28,39,39,46,43,51,56,63,56,57,59,66,52,64,38,65,62,40,46,63,73,60,53,36,31,41,46,51,49,51,44,41,28,16,21,26,23,16,11,13,17,12,12,14,8,9,10,7,5,7,13,9,5,7,8,3,5,7,6,4,7,*,5,3,*,*,*,3,5,*,*,4,*,3,4,3,3,*,*
Ricardo,2091,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,3,*,*,4,4,*,8,3,*,5,7,8,10,18,11,4,16,11,9,13,9,13,14,16,12,17,11,17,15,16,21,25,33,40,54,56,71,108,89,121,101,102,109,73,52,48,65,33,58,50,39,42,42,35,29,27,33,37,33,31,24,24,11,11,15,12,4,11,12,4,7,3
Yvan,2058,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,3,4,6,8,*,4,7,5,5,8,13,8,7,8,19,15,11,12,15,18,22,19,21,30,28,36,29,33,40,46,42,51,54,57,62,67,68,51,50,82,80,70,76,60,50,34,46,37,34,27,31,35,31,34,16,26,25,25,23,25,17,17,20,18,12,10,10,11,10,8,6,11,4,6,6,7,5,*,*,3,4,3,6,*,*
Dylan,2027,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,4,*,*,5,5,*,*,*,*,6,20,28,23,53,142,137,157,167,146,91,106,95,104,68,72,76,78,50,50,42,47,41,47,59,46,45
Maurice,2005,*,*,*,*,*,*,*,*,*,*,4,5,6,9,7,17,16,22,25,23,26,32,35,49,49,57,53,51,41,51,44,36,43,66,72,59,59,63,64,64,56,48,52,51,35,37,33,47,27,32,33,25,35,27,22,25,22,16,26,18,13,11,7,7,8,8,5,*,8,12,3,3,4,5,6,6,*,*,5,5,8,4,3,*,3,*,4,*,6,3,*,*,5,*,*,*,*,*,*,*,*,*,*,*,4,*,*
Fabio,2004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,*,*,*,3,*,*,3,*,5,*,5,7,7,10,5,11,13,18,24,15,18,18,34,19,24,25,24,29,37,36,27,21,21,32,32,35,30,32,54,52,66,61,67,62,68,76,61,58,56,56,58,49,58,35,50,44,47,40,28,26,23,20,31,20,27,24,21,17,7
Jose,2004,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,3,*,5,8,9,5,11,11,9,5,12,11,11,14,12,13,20,29,28,24,33,33,35,42,54,33,40,59,60,72,54,64,71,70,73,69,58,53,55,56,47,47,38,37,53,37,43,29,23,27,28,30,26,19,17,12,12,13,12,13,11,10,5,8,7,7,5,7,3,11,8,3,3,*,3,5,*,*,*,*,3,*,*,*,*
Joseph,1977,*,*,*,*,*,*,*,*,*,*,3,3,*,7,9,14,17,26,21,23,26,27,22,39,29,37,40,37,43,38,41,43,29,45,46,41,39,49,62,49,47,47,33,37,38,32,37,18,39,25,37,25,31,16,27,22,20,22,16,25,20,15,18,5,9,14,11,8,6,16,9,17,14,15,15,11,7,12,11,11,6,5,14,9,9,10,10,13,6,5,13,7,9,9,10,6,7,5,9,4,7,12,7,5,11,12,7
Jean-François,1939,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,*,*,*,5,*,4,3,4,8,12,11,8,24,36,28,37,48,53,62,58,65,60,60,59,46,56,56,54,60,63,56,52,71,59,64,59,61,57,40,42,44,33,40,23,21,22,20,12,18,18,8,16,14,11,11,6,8,9,8,4,4,3,6,5,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Gérald,1937,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,3,3,9,5,8,4,18,9,25,17,25,29,36,29,16,38,41,29,40,68,65,60,57,68,61,56,57,62,60,59,50,52,56,58,50,45,50,47,45,38,43,39,30,33,24,22,26,23,23,21,17,14,6,10,*,5,9,8,4,3,5,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
Mohamed,1892,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,5,*,*,5,*,3,4,7,6,11,7,7,11,7,10,5,13,21,20,19,20,19,25,20,23,23,18,23,30,27,32,33,25,22,39,36,36,40,32,26,33,17,34,40,31,41,39,41,37,50,53,42,33,34,38,50,36,30,38,38,23,20,20,28,19,24,17,11,19,14,17,14,21,15,18,20,17,16,19,12,19,18,12
Tiago,1886,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,6,15,13,28,21,31,47,50,63,56,115,77,69,84,65,66,43,48,55,43,51,36,47,48,53,44,48,58,77,70,55,39,64,41,44,30,31,35
Ludovic,1880,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,6,5,3,5,12,10,8,16,15,17,9,23,50,73,53,68,57,56,72,74,72,71,77,67,72,78,67,76,81,61,58,41,44,49,44,20,29,35,42,26,25,24,17,20,5,11,4,5,4,4,5
Jean-Luc,1872,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,4,8,4,7,9,11,23,21,33,24,26,36,38,45,59,64,64,46,83,90,69,76,82,80,66,84,105,68,62,49,56,57,45,37,26,30,18,13,23,9,13,9,10,9,6,5,5,5,3,3,7,*,4,*,*,5,3,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*,*
Arthur,1862,*,*,*,*,*,*,*,*,*,*,*,*,3,*,3,4,7,4,5,9,8,6,9,10,9,12,10,5,11,9,5,4,11,14,9,10,4,4,8,4,3,8,*,9,7,*,5,*,4,4,4,*,4,*,*,*,*,3,*,3,*,*,5,*,3,*,*,4,*,*,4,*,3,3,3,3,3,11,7,10,15,21,20,30,36,30,30,35,42,35,53,47,64,60,67,52,63,64,81,84,79,92,87,93,84,73,84
Rui,1861,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,4,4,14,11,19,15,14,14,17,38,28,28,32,51,45,33,45,47,70,50,65,83,99,76,69,78,53,78,52,69,54,46,39,45,31,30,23,25,24,12,22,18,23,26,19,12,16,17,6,14,6,8,8,10,3,3,3,*,3,*,*
Juan,1857,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,6,8,4,3,3,4,12,9,10,11,7,8,8,14,14,10,13,17,12,17,22,24,22,26,22,34,26,36,42,52,32,45,40,42,59,56,61,55,50,39,51,56,51,37,63,39,52,48,52,24,33,33,20,27,23,11,18,17,18,11,12,9,10,12,13,9,11,*,11,7,14,13,6,5,7,5,12,4,3,4,5,7,7,*
Joaquim,1852,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,3,4,*,*,3,5,4,*,11,9,14,8,13,16,33,32,50,53,48,56,49,79,69,68,94,85,70,76,72,76,62,63,56,34,43,52,43,40,35,23,28,17,19,23,17,15,11,10,10,12,11,10,5,8,9,3,8,*,9,3,5,5,5,*,5,*,4,*,*,3,*,5,*,3,3,5,7
